HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
Chemnitzer FC,Jahn Regensburg,0,3,2016-12-10T14:00:00,a
FC Rot-Weiss Erfurt,FC Hansa Rostock,1,2,2016-12-10T14:00:00,a
Holstein Kiel,SG Sonnenhof Großaspach,1,2,2016-12-10T14:00:00,d
SV Wehen Wiesbaden,Hallescher FC,1,1,2016-12-10T14:00:00,a
Werder Bremen II,FSV Frankfurt,0,0,2016-12-10T14:00:00,d
1. FC Magdeburg,VfR Aalen,3,0,2016-12-10T14:00:00,d
MSV Duisburg,Fortuna Köln,2,0,2016-12-10T14:00:00,d
VfL Osnabrück,FSV Zwickau,1,0,2016-12-10T14:00:00,h
1. FSV Mainz 05 II,Sportfreunde Lotte,0,2,2016-12-11T14:00:00,d
SG Sonnenhof Großaspach,FC Rot-Weiss Erfurt,2,1,2016-12-16T19:00:00,a
SC Paderborn 07,VfL Osnabrück,3,1,2016-12-17T14:00:00,h
Fortuna Köln,1. FSV Mainz 05 II,1,0,2016-12-17T14:00:00,h
Sportfreunde Lotte,1. FC Magdeburg,1,3,2016-12-17T14:00:00,d
VfR Aalen,Werder Bremen II,3,0,2016-12-17T14:00:00,h
FSV Frankfurt,SV Wehen Wiesbaden,3,1,2016-12-17T14:00:00,h
Hallescher FC,Holstein Kiel,0,0,2016-12-17T14:00:00,d
FC Hansa Rostock,Chemnitzer FC,1,3,2016-12-17T14:00:00,a
Jahn Regensburg,Preußen Münster,3,1,2016-12-17T14:00:00,h
FSV Zwickau,MSV Duisburg,1,1,2016-12-18T14:00:00,d
VfL Osnabrück,Preußen Münster,3,0,2017-01-28T14:00:00,h
SG Sonnenhof Großaspach,Chemnitzer FC,2,2,2017-01-28T14:00:00,d
Hallescher FC,FC Rot-Weiss Erfurt,1,0,2017-01-28T14:00:00,h
FSV Frankfurt,Holstein Kiel,0,0,2017-01-28T14:00:00,d
VfR Aalen,SV Wehen Wiesbaden,1,1,2017-01-28T14:00:00,a
Sportfreunde Lotte,Werder Bremen II,1,2,2017-01-28T14:00:00,a
Fortuna Köln,1. FC Magdeburg,2,1,2017-01-28T14:00:00,d
FSV Zwickau,1. FSV Mainz 05 II,1,0,2017-01-28T14:00:00,h
SC Paderborn 07,MSV Duisburg,0,1,2017-01-28T14:00:00,d
FC Hansa Rostock,Jahn Regensburg,0,0,2017-01-28T14:00:00,d
1. FSV Mainz 05 II,SC Paderborn 07,0,1,2017-02-04T14:00:00,d
SV Wehen Wiesbaden,Sportfreunde Lotte,0,3,2017-02-04T14:00:00,a
Holstein Kiel,VfR Aalen,2,2,2017-02-04T14:00:00,h
FC Rot-Weiss Erfurt,FSV Frankfurt,1,0,2017-02-04T14:00:00,h
Chemnitzer FC,Hallescher FC,1,1,2017-02-04T14:00:00,d
Jahn Regensburg,SG Sonnenhof Großaspach,1,1,2017-02-04T14:00:00,d
MSV Duisburg,VfL Osnabrück,2,2,2017-02-04T14:00:00,a
1. FC Magdeburg,FSV Zwickau,1,1,2017-02-05T14:00:00,d
Werder Bremen II,Fortuna Köln,1,1,2017-02-05T14:00:00,h
Preußen Münster,FC Hansa Rostock,3,1,2017-02-05T14:00:00,h
VfR Aalen,FC Rot-Weiss Erfurt,1,1,2017-02-10T19:00:00,a
VfL Osnabrück,1. FSV Mainz 05 II,1,2,2017-02-10T19:00:00,h
FSV Frankfurt,Chemnitzer FC,0,3,2017-02-11T14:00:00,a
Fortuna Köln,SV Wehen Wiesbaden,0,0,2017-02-11T14:00:00,d
FSV Zwickau,Werder Bremen II,2,1,2017-02-11T14:00:00,h
SC Paderborn 07,1. FC Magdeburg,1,1,2017-02-11T14:00:00,d
SG Sonnenhof Großaspach,FC Hansa Rostock,1,1,2017-02-11T14:00:00,a
Hallescher FC,Jahn Regensburg,1,1,2017-02-11T14:00:00,h
MSV Duisburg,Preußen Münster,3,2,2017-02-12T14:00:00,h
Sportfreunde Lotte,Holstein Kiel,0,0,2017-03-28T19:00:00,d
1. FSV Mainz 05 II,MSV Duisburg,0,2,2017-02-17T19:00:00,a
Werder Bremen II,SC Paderborn 07,1,0,2017-02-18T14:00:00,h
SV Wehen Wiesbaden,FSV Zwickau,3,0,2017-02-18T14:00:00,h
Holstein Kiel,Fortuna Köln,5,1,2017-02-18T14:00:00,h
FC Rot-Weiss Erfurt,Sportfreunde Lotte,0,3,2017-02-18T14:00:00,d
Chemnitzer FC,VfR Aalen,0,1,2017-02-18T14:00:00,a
Jahn Regensburg,FSV Frankfurt,2,1,2017-02-18T14:00:00,d
Preußen Münster,SG Sonnenhof Großaspach,3,0,2017-02-18T14:00:00,h
1. FC Magdeburg,VfL Osnabrück,3,0,2017-02-18T14:00:00,h
FC Hansa Rostock,Hallescher FC,1,0,2017-02-19T14:00:00,d
MSV Duisburg,1. FC Magdeburg,0,0,2017-02-24T18:30:00,d
SC Paderborn 07,SV Wehen Wiesbaden,0,1,2017-02-24T19:00:00,d
VfL Osnabrück,Werder Bremen II,0,1,2017-02-24T19:00:00,a
1. FSV Mainz 05 II,Preußen Münster,3,1,2017-02-25T14:00:00,h
Fortuna Köln,FC Rot-Weiss Erfurt,0,1,2017-02-25T14:00:00,a
Hallescher FC,SG Sonnenhof Großaspach,0,1,2017-02-25T14:00:00,d
FSV Frankfurt,FC Hansa Rostock,0,0,2017-02-25T14:00:00,d
VfR Aalen,Jahn Regensburg,1,2,2017-02-25T14:00:00,h
FSV Zwickau,Holstein Kiel,1,0,2017-02-26T14:00:00,d
Sportfreunde Lotte,Chemnitzer FC,3,0,2017-03-08T19:00:00,h
Chemnitzer FC,Fortuna Köln,3,1,2017-03-03T19:00:00,d
Holstein Kiel,SC Paderborn 07,2,1,2017-03-04T14:00:00,d
FC Rot-Weiss Erfurt,FSV Zwickau,1,3,2017-03-04T14:00:00,a
Jahn Regensburg,Sportfreunde Lotte,2,0,2017-03-04T14:00:00,d
FC Hansa Rostock,VfR Aalen,1,1,2017-03-04T14:00:00,a
SG Sonnenhof Großaspach,FSV Frankfurt,3,1,2017-03-04T14:00:00,d
Preußen Münster,Hallescher FC,1,1,2017-03-04T14:00:00,d
1. FC Magdeburg,1. FSV Mainz 05 II,1,2,2017-03-04T14:00:00,d
SV Wehen Wiesbaden,VfL Osnabrück,2,1,2017-03-04T14:00:00,a
Werder Bremen II,MSV Duisburg,0,0,2017-03-05T14:00:00,d
1. FC Magdeburg,Preußen Münster,1,0,2017-03-10T18:30:00,d
VfL Osnabrück,Holstein Kiel,2,1,2017-03-10T19:00:00,d
SC Paderborn 07,FC Rot-Weiss Erfurt,0,1,2017-03-11T14:00:00,d
MSV Duisburg,SV Wehen Wiesbaden,0,1,2017-03-11T14:00:00,d
1. FSV Mainz 05 II,Werder Bremen II,0,1,2017-03-11T14:00:00,d
FSV Frankfurt,Hallescher FC,0,1,2017-03-11T14:00:00,a
VfR Aalen,SG Sonnenhof Großaspach,2,0,2017-03-11T14:00:00,h
Sportfreunde Lotte,FC Hansa Rostock,2,0,2017-03-11T14:00:00,h
Fortuna Köln,Jahn Regensburg,2,2,2017-03-11T14:00:00,a
FSV Zwickau,Chemnitzer FC,1,0,2017-03-12T14:00:00,h
Werder Bremen II,1. FC Magdeburg,0,1,2017-03-14T18:00:00,d
Hallescher FC,VfR Aalen,1,4,2017-03-14T19:00:00,a
Preußen Münster,FSV Frankfurt,2,1,2017-03-14T19:00:00,d
Holstein Kiel,MSV Duisburg,2,0,2017-03-14T19:00:00,h
FC Rot-Weiss Erfurt,VfL Osnabrück,1,0,2017-03-14T19:00:00,h
Chemnitzer FC,SC Paderborn 07,2,1,2017-03-15T19:00:00,h
Jahn Regensburg,FSV Zwickau,1,2,2017-03-15T19:00:00,a
FC Hansa Rostock,Fortuna Köln,1,1,2017-03-15T19:00:00,d
SV Wehen Wiesbaden,1. FSV Mainz 05 II,0,2,2017-03-15T19:00:00,a
SG Sonnenhof Großaspach,Sportfreunde Lotte,2,0,2017-03-22T19:00:00,h
Werder Bremen II,Preußen Münster,0,1,2017-03-17T19:00:00,a
VfL Osnabrück,Chemnitzer FC,3,0,2017-03-18T14:00:00,h
MSV Duisburg,FC Rot-Weiss Erfurt,3,2,2017-03-18T14:00:00,h
1. FSV Mainz 05 II,Holstein Kiel,0,3,2017-03-18T14:00:00,a
VfR Aalen,FSV Frankfurt,2,0,2017-03-18T14:00:00,d
Fortuna Köln,SG Sonnenhof Großaspach,2,0,2017-03-18T14:00:00,d
SC Paderborn 07,Jahn Regensburg,0,2,2017-03-18T14:00:00,d
1. FC Magdeburg,SV Wehen Wiesbaden,0,0,2017-03-19T14:00:00,d
Sportfreunde Lotte,Hallescher FC,0,0,2017-03-19T14:00:00,d
FSV Zwickau,FC Hansa Rostock,2,2,2017-03-20T20:30:00,a
FC Hansa Rostock,SC Paderborn 07,1,1,2017-03-25T14:00:00,d
SG Sonnenhof Großaspach,FSV Zwickau,1,2,2017-03-25T14:00:00,a
Hallescher FC,Fortuna Köln,0,0,2017-03-25T14:00:00,d
FSV Frankfurt,Sportfreunde Lotte,2,0,2017-03-25T14:00:00,h
Preußen Münster,VfR Aalen,2,1,2017-03-25T14:00:00,d
Holstein Kiel,1. FC Magdeburg,1,1,2017-03-25T14:00:00,d
FC Rot-Weiss Erfurt,1. FSV Mainz 05 II,0,0,2017-03-25T14:00:00,d
Chemnitzer FC,MSV Duisburg,2,3,2017-03-25T14:00:00,d
Jahn Regensburg,VfL Osnabrück,1,2,2017-03-25T14:00:00,h
SV Wehen Wiesbaden,Werder Bremen II,2,0,2017-04-19T19:00:00,h
1. FSV Mainz 05 II,Chemnitzer FC,0,1,2017-03-31T18:30:00,a
1. FC Magdeburg,FC Rot-Weiss Erfurt,2,0,2017-04-01T14:00:00,d
Werder Bremen II,Holstein Kiel,0,2,2017-04-01T14:00:00,a
Sportfreunde Lotte,VfR Aalen,0,2,2017-04-01T14:00:00,a
Fortuna Köln,FSV Frankfurt,0,0,2017-04-01T14:00:00,d
SC Paderborn 07,SG Sonnenhof Großaspach,1,2,2017-04-01T14:00:00,a
MSV Duisburg,Jahn Regensburg,1,1,2017-04-01T14:00:00,h
SV Wehen Wiesbaden,Preußen Münster,1,0,2017-04-02T14:00:00,d
FSV Zwickau,Hallescher FC,2,0,2017-04-02T14:00:00,h
VfL Osnabrück,FC Hansa Rostock,2,1,2017-04-02T14:00:00,h
VfR Aalen,Fortuna Köln,3,0,2017-04-04T19:00:00,h
FC Rot-Weiss Erfurt,Werder Bremen II,1,1,2017-04-04T19:00:00,d
Jahn Regensburg,1. FSV Mainz 05 II,2,1,2017-04-04T19:00:00,h
Chemnitzer FC,1. FC Magdeburg,1,1,2017-04-04T20:30:00,d
FSV Frankfurt,FSV Zwickau,0,1,2017-04-05T18:00:00,d
Hallescher FC,SC Paderborn 07,1,1,2017-04-05T19:00:00,d
Karlsruher SC,VfL Osnabrück,2,2,2017-07-21T20:30:00,a
FC Rot-Weiss Erfurt,Preußen Münster,1,1,2017-07-22T14:00:00,d
Sportfreunde Lotte,FC Hansa Rostock,0,2,2017-07-22T14:00:00,a
Hallescher FC,SC Paderborn 07,4,4,2017-07-22T14:00:00,a
Fortuna Köln,VfR Aalen,1,0,2017-07-22T14:00:00,d
SV Wehen Wiesbaden,FC Carl Zeiss Jena,1,0,2017-07-22T14:00:00,h
SV Meppen,FC Kickers Würzburg,2,2,2017-07-22T14:00:00,h
Werder Bremen II,SpVgg Unterhaching,3,0,2017-07-22T14:00:27,d
SG Sonnenhof Großaspach,1. FC Magdeburg,4,1,2017-07-23T14:00:00,h
Chemnitzer FC,FSV Zwickau,1,0,2017-07-23T14:00:00,h
VfL Osnabrück,SV Wehen Wiesbaden,0,4,2017-07-28T19:00:00,a
SpVgg Unterhaching,Karlsruher SC,3,2,2017-07-28T19:00:00,d
FC Carl Zeiss Jena,Fortuna Köln,0,2,2017-07-29T14:00:00,d
VfR Aalen,Hallescher FC,2,1,2017-07-29T14:00:00,d
SC Paderborn 07,Chemnitzer FC,3,2,2017-07-29T14:00:00,h
FSV Zwickau,Sportfreunde Lotte,1,1,2017-07-29T14:00:00,d
FC Hansa Rostock,SG Sonnenhof Großaspach,0,0,2017-07-29T14:00:00,d
1. FC Magdeburg,FC Rot-Weiss Erfurt,3,0,2017-07-29T14:00:00,h
Preußen Münster,SV Meppen,3,0,2017-07-29T14:00:00,d
FC Kickers Würzburg,Werder Bremen II,1,1,2017-07-30T14:00:00,d
FC Rot-Weiss Erfurt,FC Hansa Rostock,0,1,2017-08-01T19:00:00,a
SG Sonnenhof Großaspach,FSV Zwickau,2,0,2017-08-01T19:00:00,h
Sportfreunde Lotte,SC Paderborn 07,1,2,2017-08-01T19:00:00,d
Hallescher FC,FC Carl Zeiss Jena,0,2,2017-08-01T19:00:00,a
SV Wehen Wiesbaden,SpVgg Unterhaching,1,0,2017-08-01T19:00:00,h
Werder Bremen II,Karlsruher SC,2,0,2017-08-02T19:00:00,h
Chemnitzer FC,VfR Aalen,2,4,2017-08-02T19:00:00,a
Fortuna Köln,VfL Osnabrück,3,0,2017-08-02T19:00:00,h
FC Kickers Würzburg,Preußen Münster,0,1,2017-08-02T19:00:00,d
SV Meppen,1. FC Magdeburg,1,2,2017-08-02T19:00:00,d
FSV Zwickau,FC Rot-Weiss Erfurt,1,1,2017-08-04T19:00:00,d
FC Carl Zeiss Jena,Chemnitzer FC,1,1,2017-08-05T14:00:00,d
VfR Aalen,Sportfreunde Lotte,3,0,2017-08-05T14:00:00,h
SC Paderborn 07,SG Sonnenhof Großaspach,5,0,2017-08-05T14:00:00,h
FC Hansa Rostock,SV Meppen,1,2,2017-08-05T14:00:00,d
Preußen Münster,Werder Bremen II,0,1,2017-08-05T14:00:00,a
Karlsruher SC,SV Wehen Wiesbaden,2,1,2017-08-05T14:00:00,a
SpVgg Unterhaching,Fortuna Köln,2,2,2017-08-05T14:00:00,a
VfL Osnabrück,Hallescher FC,3,3,2017-08-06T14:00:00,h
1. FC Magdeburg,FC Kickers Würzburg,2,1,2017-08-06T14:00:00,h
Fortuna Köln,Karlsruher SC,4,0,2017-08-18T19:00:00,h
SV Meppen,FSV Zwickau,4,0,2017-08-18T19:00:00,h
Werder Bremen II,SV Wehen Wiesbaden,0,0,2017-08-19T14:00:00,d
FC Rot-Weiss Erfurt,SC Paderborn 07,0,1,2017-08-19T14:00:00,a
SG Sonnenhof Großaspach,VfR Aalen,0,0,2017-08-19T14:00:00,d
Chemnitzer FC,VfL Osnabrück,0,0,2017-08-19T14:00:00,d
Hallescher FC,SpVgg Unterhaching,1,2,2017-08-19T14:00:00,a
Preußen Münster,1. FC Magdeburg,0,1,2017-08-19T14:00:00,d
Sportfreunde Lotte,FC Carl Zeiss Jena,4,0,2017-08-20T14:00:00,h
FC Kickers Würzburg,FC Hansa Rostock,0,3,2017-08-20T14:00:00,a
SC Paderborn 07,SV Meppen,1,0,2017-08-25T19:00:00,h
VfL Osnabrück,Sportfreunde Lotte,1,0,2017-08-26T14:00:00,d
FC Carl Zeiss Jena,SG Sonnenhof Großaspach,0,0,2017-08-26T14:00:00,d
VfR Aalen,FC Rot-Weiss Erfurt,1,1,2017-08-26T14:00:00,d
1. FC Magdeburg,Werder Bremen II,4,1,2017-08-26T14:00:00,d
SV Wehen Wiesbaden,Fortuna Köln,1,1,2017-08-26T14:00:00,d
Karlsruher SC,Hallescher FC,1,1,2017-08-26T14:00:00,a
SpVgg Unterhaching,Chemnitzer FC,4,2,2017-08-26T14:00:00,h
FSV Zwickau,FC Kickers Würzburg,0,1,2017-08-27T14:00:00,a
FC Hansa Rostock,Preußen Münster,1,1,2017-08-27T14:00:00,a
Werder Bremen II,Fortuna Köln,1,2,2017-09-08T19:00:00,d
Preußen Münster,FSV Zwickau,0,2,2017-09-08T19:00:00,a
FC Rot-Weiss Erfurt,FC Carl Zeiss Jena,1,0,2017-09-09T14:00:00,d
SG Sonnenhof Großaspach,VfL Osnabrück,0,1,2017-09-09T14:00:00,a
Sportfreunde Lotte,SpVgg Unterhaching,2,1,2017-09-09T14:00:00,h
Chemnitzer FC,Karlsruher SC,0,0,2017-09-09T14:00:00,d
Hallescher FC,SV Wehen Wiesbaden,2,1,2017-09-09T14:00:00,d
1. FC Magdeburg,FC Hansa Rostock,2,0,2017-09-09T14:00:00,h
FC Kickers Würzburg,SC Paderborn 07,2,3,2017-09-09T14:00:00,a
SV Meppen,VfR Aalen,1,1,2017-09-10T14:00:00,a
VfL Osnabrück,FC Rot-Weiss Erfurt,0,1,2017-09-15T19:00:00,a
FSV Zwickau,1. FC Magdeburg,3,1,2017-09-15T19:00:00,h
SV Wehen Wiesbaden,Chemnitzer FC,2,1,2017-09-15T19:00:00,a
FC Carl Zeiss Jena,SV Meppen,2,2,2017-09-16T14:00:00,a
VfR Aalen,FC Kickers Würzburg,2,3,2017-09-16T14:00:00,d
SC Paderborn 07,Preußen Münster,2,1,2017-09-16T14:00:00,a
FC Hansa Rostock,Werder Bremen II,0,0,2017-09-16T14:00:00,d
Fortuna Köln,Hallescher FC,1,1,2017-09-16T14:00:00,d
Karlsruher SC,Sportfreunde Lotte,1,0,2017-09-16T14:00:00,d
SpVgg Unterhaching,SG Sonnenhof Großaspach,1,4,2017-09-16T14:00:00,a
Werder Bremen II,Hallescher FC,1,2,2017-09-19T19:00:00,h
SG Sonnenhof Großaspach,Karlsruher SC,1,0,2017-09-19T19:00:00,d
Sportfreunde Lotte,SV Wehen Wiesbaden,0,1,2017-09-19T19:00:00,d
FC Hansa Rostock,FSV Zwickau,1,1,2017-09-19T19:00:00,d
1. FC Magdeburg,SC Paderborn 07,1,0,2017-09-19T19:00:00,d
SV Meppen,VfL Osnabrück,1,0,2017-09-20T18:30:00,h
FC Rot-Weiss Erfurt,SpVgg Unterhaching,0,2,2017-09-20T19:00:00,a
Chemnitzer FC,Fortuna Köln,1,2,2017-09-20T19:00:00,a
Preußen Münster,VfR Aalen,1,1,2017-09-20T19:00:00,d
FC Kickers Würzburg,FC Carl Zeiss Jena,2,2,2017-09-20T19:00:00,a
SC Paderborn 07,FC Hansa Rostock,2,1,2017-09-22T19:00:00,h
VfL Osnabrück,FC Kickers Würzburg,1,1,2017-09-23T14:00:00,d
FC Carl Zeiss Jena,Preußen Münster,2,0,2017-09-23T14:00:00,h
FSV Zwickau,Werder Bremen II,1,0,2017-09-23T14:00:00,d
Hallescher FC,Chemnitzer FC,0,3,2017-09-23T14:00:00,a
Fortuna Köln,Sportfreunde Lotte,0,3,2017-09-23T14:00:00,a
SV Wehen Wiesbaden,SG Sonnenhof Großaspach,5,0,2017-09-23T14:00:00,h
SpVgg Unterhaching,SV Meppen,4,0,2017-09-23T14:00:00,h
VfR Aalen,1. FC Magdeburg,0,1,2017-09-24T14:00:00,d
Karlsruher SC,FC Rot-Weiss Erfurt,2,0,2017-09-24T14:00:00,h
Sportfreunde Lotte,Hallescher FC,2,1,2017-09-29T19:00:00,d
Werder Bremen II,Chemnitzer FC,1,1,2017-09-30T14:00:00,a
FC Rot-Weiss Erfurt,SV Wehen Wiesbaden,1,3,2017-09-30T14:00:00,d
SG Sonnenhof Großaspach,Fortuna Köln,1,3,2017-09-30T14:00:00,d
FC Hansa Rostock,VfR Aalen,1,0,2017-09-30T14:00:00,d
Preußen Münster,VfL Osnabrück,4,1,2017-09-30T14:00:00,h
FC Kickers Würzburg,SpVgg Unterhaching,0,2,2017-09-30T14:00:00,d
FSV Zwickau,SC Paderborn 07,1,3,2017-10-01T14:00:00,d
1. FC Magdeburg,FC Carl Zeiss Jena,2,0,2017-10-01T14:00:00,h
SV Meppen,Karlsruher SC,2,0,2017-10-01T14:00:00,d
VfL Osnabrück,1. FC Magdeburg,0,2,2017-10-13T19:00:00,a
Hallescher FC,SG Sonnenhof Großaspach,3,0,2017-10-13T19:00:00,h
Fortuna Köln,FC Rot-Weiss Erfurt,2,0,2017-10-13T19:00:00,d
FC Carl Zeiss Jena,FC Hansa Rostock,1,0,2017-10-14T14:00:00,d
VfR Aalen,FSV Zwickau,2,2,2017-10-14T14:00:00,a
SC Paderborn 07,Werder Bremen II,7,1,2017-10-14T14:00:00,h
Chemnitzer FC,Sportfreunde Lotte,3,1,2017-10-14T14:00:00,d
SV Wehen Wiesbaden,SV Meppen,0,1,2017-10-14T14:00:00,a
Karlsruher SC,FC Kickers Würzburg,2,0,2017-10-14T14:00:00,h
SpVgg Unterhaching,Preußen Münster,1,0,2017-10-14T14:00:00,d
SG Sonnenhof Großaspach,Chemnitzer FC,3,1,2017-10-20T19:00:00,d
FC Hansa Rostock,VfL Osnabrück,2,0,2017-10-20T19:00:00,h
Werder Bremen II,Sportfreunde Lotte,1,1,2017-10-21T14:00:00,d
FC Rot-Weiss Erfurt,Hallescher FC,1,1,2017-10-21T14:00:00,h
SC Paderborn 07,VfR Aalen,3,0,2017-10-21T14:00:00,h
1. FC Magdeburg,SpVgg Unterhaching,0,3,2017-10-21T14:00:00,a
Preußen Münster,Karlsruher SC,1,1,2017-10-21T14:00:00,a
FC Kickers Würzburg,SV Wehen Wiesbaden,0,5,2017-10-21T14:00:00,a
SV Meppen,Fortuna Köln,1,0,2017-10-21T14:00:00,d
FSV Zwickau,FC Carl Zeiss Jena,2,1,2017-10-22T14:00:00,d
Chemnitzer FC,FC Rot-Weiss Erfurt,1,0,2017-10-27T19:00:00,d
SpVgg Unterhaching,FC Hansa Rostock,0,3,2017-10-27T19:00:00,a
VfL Osnabrück,FSV Zwickau,4,0,2017-10-28T14:00:00,h
FC Carl Zeiss Jena,SC Paderborn 07,3,1,2017-10-28T14:00:00,h
VfR Aalen,Werder Bremen II,1,0,2017-10-28T14:00:00,h
Sportfreunde Lotte,SG Sonnenhof Großaspach,0,2,2017-10-28T14:00:00,a
Hallescher FC,SV Meppen,2,0,2017-10-28T14:00:00,h
Fortuna Köln,FC Kickers Würzburg,2,1,2017-10-28T14:00:00,a
SV Wehen Wiesbaden,Preußen Münster,6,2,2017-10-29T14:00:00,h
Karlsruher SC,1. FC Magdeburg,1,0,2017-10-29T14:00:00,h
Werder Bremen II,SG Sonnenhof Großaspach,0,5,2017-11-03T19:00:00,a
Preußen Münster,Fortuna Köln,1,1,2017-11-03T19:00:00,d
VfR Aalen,FC Carl Zeiss Jena,3,1,2017-11-04T14:00:00,a
SC Paderborn 07,VfL Osnabrück,3,0,2017-11-04T14:00:00,h
FSV Zwickau,SpVgg Unterhaching,1,3,2017-11-04T14:00:00,h
1. FC Magdeburg,SV Wehen Wiesbaden,0,0,2017-11-04T14:00:00,d
FC Kickers Würzburg,Hallescher FC,1,0,2017-11-04T14:00:00,d
SV Meppen,Chemnitzer FC,3,2,2017-11-04T14:00:00,a
FC Rot-Weiss Erfurt,Sportfreunde Lotte,2,3,2017-11-05T14:00:00,d
FC Hansa Rostock,Karlsruher SC,0,3,2017-11-05T14:00:00,a
VfL Osnabrück,VfR Aalen,4,1,2017-11-17T19:00:00,h
Hallescher FC,Preußen Münster,3,0,2017-11-17T19:00:00,h
SV Wehen Wiesbaden,FC Hansa Rostock,0,1,2017-11-17T19:00:00,d
FC Carl Zeiss Jena,Werder Bremen II,2,1,2017-11-18T14:00:00,h
SG Sonnenhof Großaspach,FC Rot-Weiss Erfurt,1,0,2017-11-18T14:00:00,d
Sportfreunde Lotte,SV Meppen,2,2,2017-11-18T14:00:00,a
Chemnitzer FC,FC Kickers Würzburg,0,3,2017-11-18T14:00:00,d
Fortuna Köln,1. FC Magdeburg,1,2,2017-11-18T14:00:00,d
Karlsruher SC,FSV Zwickau,1,0,2017-11-18T14:00:00,h
SpVgg Unterhaching,SC Paderborn 07,0,3,2017-11-18T14:00:00,a
SC Paderborn 07,Karlsruher SC,0,2,2017-11-24T19:00:00,d
Preußen Münster,Chemnitzer FC,1,0,2017-11-24T19:00:00,d
SV Meppen,SG Sonnenhof Großaspach,1,1,2017-11-24T19:00:00,h
Werder Bremen II,FC Rot-Weiss Erfurt,0,0,2017-11-25T14:00:00,d
FC Carl Zeiss Jena,VfL Osnabrück,0,0,2017-11-25T14:00:00,d
VfR Aalen,SpVgg Unterhaching,3,1,2017-11-25T14:00:00,h
FSV Zwickau,SV Wehen Wiesbaden,0,2,2017-11-25T14:00:00,a
FC Hansa Rostock,Fortuna Köln,5,3,2017-11-25T14:00:00,d
1. FC Magdeburg,Hallescher FC,2,1,2017-11-25T14:00:00,h
FC Kickers Würzburg,Sportfreunde Lotte,2,1,2017-11-25T14:00:00,h
Hallescher FC,FC Hansa Rostock,0,2,2017-12-01T19:00:00,d
FC Rot-Weiss Erfurt,SV Meppen,0,0,2017-12-02T14:00:00,d
Sportfreunde Lotte,Preußen Münster,0,0,2017-12-02T14:00:00,d
Chemnitzer FC,1. FC Magdeburg,2,3,2017-12-02T14:00:00,a
Fortuna Köln,FSV Zwickau,1,1,2017-12-02T14:00:00,h
SV Wehen Wiesbaden,SC Paderborn 07,4,1,2017-12-02T14:00:00,h
Karlsruher SC,VfR Aalen,0,0,2017-12-02T14:00:00,d
Werder Bremen II,VfL Osnabrück,2,2,2017-12-03T14:00:00,d
SG Sonnenhof Großaspach,FC Kickers Würzburg,1,3,2017-12-03T14:00:00,a
SpVgg Unterhaching,FC Carl Zeiss Jena,3,2,2017-12-03T14:00:00,d
FC Kickers Würzburg,FC Rot-Weiss Erfurt,4,1,2017-12-08T18:30:00,h
1. FC Magdeburg,Sportfreunde Lotte,2,0,2017-12-08T19:00:00,h
FC Carl Zeiss Jena,Karlsruher SC,0,0,2017-12-09T13:00:00,d
VfL Osnabrück,SpVgg Unterhaching,2,0,2017-12-09T14:00:00,h
VfR Aalen,SV Wehen Wiesbaden,1,0,2017-12-09T14:00:00,d
SC Paderborn 07,Fortuna Köln,3,1,2017-12-09T14:00:00,h
Preußen Münster,SG Sonnenhof Großaspach,1,4,2017-12-09T14:00:00,a
SV Meppen,Werder Bremen II,2,2,2017-12-09T14:00:00,d
FSV Zwickau,Hallescher FC,1,1,2017-12-10T14:00:00,h
FC Hansa Rostock,Chemnitzer FC,3,1,2017-12-10T14:00:00,h
SC Paderborn 07,Hallescher FC,0,0,2017-12-15T19:00:00,d
VfR Aalen,Fortuna Köln,1,1,2017-12-15T19:00:00,h
FC Carl Zeiss Jena,SV Wehen Wiesbaden,4,3,2017-12-16T13:00:00,d
SpVgg Unterhaching,Werder Bremen II,1,0,2017-12-16T14:00:00,d
1. FC Magdeburg,SG Sonnenhof Großaspach,3,0,2017-12-16T14:00:00,h
FC Hansa Rostock,Sportfreunde Lotte,0,3,2017-12-16T14:00:00,a
FSV Zwickau,Chemnitzer FC,3,2,2017-12-16T14:00:00,a
FC Kickers Würzburg,SV Meppen,2,0,2017-12-16T14:00:00,h
Preußen Münster,FC Rot-Weiss Erfurt,5,0,2018-01-30T19:00:00,h
VfL Osnabrück,Karlsruher SC,0,0,2018-02-14T19:00:00,d
SV Wehen Wiesbaden,VfL Osnabrück,5,1,2018-01-20T14:00:00,h
Fortuna Köln,FC Carl Zeiss Jena,1,0,2018-01-20T14:00:00,d
Hallescher FC,VfR Aalen,3,2,2018-01-20T14:00:00,h
Chemnitzer FC,SC Paderborn 07,0,2,2018-01-20T14:00:00,a
Sportfreunde Lotte,FSV Zwickau,1,0,2018-01-20T14:00:00,d
Karlsruher SC,SpVgg Unterhaching,3,1,2018-01-20T14:00:00,d
SV Meppen,Preußen Münster,2,0,2018-01-21T14:00:00,h
Werder Bremen II,FC Kickers Würzburg,0,1,2018-01-21T14:00:00,d
FC Rot-Weiss Erfurt,1. FC Magdeburg,3,1,2018-01-22T20:30:00,d
SG Sonnenhof Großaspach,FC Hansa Rostock,0,0,2018-03-20T19:00:00,d
FSV Zwickau,SG Sonnenhof Großaspach,2,0,2018-01-26T19:00:00,h
