"['FC Bayern', 'VfL Wolfsburg']","[2, 1]",2010-08-20T20:30:00
"['TSG 1899 Hoffenheim', 'Werder Bremen']","[4, 1]",2010-08-21T15:30:00
"['Borussia Mönchengladbach', '1. FC Nürnberg']","[1, 1]",2010-08-21T15:30:00
"['1. FC Köln', '1. FC Kaiserslautern']","[1, 3]",2010-08-21T15:30:00
"['SC Freiburg', 'FC St. Pauli']","[1, 3]",2010-08-21T15:30:00
"['Hannover 96', 'Eintracht Frankfurt']","[2, 1]",2010-08-21T15:30:00
"['Hamburger SV', 'FC Schalke 04']","[2, 1]",2010-08-21T18:30:00
"['1. FSV Mainz 05', 'VfB Stuttgart']","[2, 0]",2010-08-22T15:30:00
"['Borussia Dortmund', 'Bayer Leverkusen']","[0, 2]",2010-08-22T17:30:00
"['1. FC Kaiserslautern', 'FC Bayern']","[2, 0]",2010-08-27T20:30:00
"['FC Schalke 04', 'Hannover 96']","[1, 2]",2010-08-28T15:30:00
"['Werder Bremen', '1. FC Köln']","[4, 2]",2010-08-28T15:30:00
"['VfL Wolfsburg', '1. FSV Mainz 05']","[3, 4]",2010-08-28T15:30:00
"['Eintracht Frankfurt', 'Hamburger SV']","[1, 3]",2010-08-28T15:30:00
"['1. FC Nürnberg', 'SC Freiburg']","[1, 2]",2010-08-28T15:30:00
"['FC St. Pauli', 'TSG 1899 Hoffenheim']","[0, 1]",2010-08-28T18:30:00
"['Bayer Leverkusen', 'Borussia Mönchengladbach']","[3, 6]",2010-08-29T15:30:00
"['VfB Stuttgart', 'Borussia Dortmund']","[1, 3]",2010-08-29T17:30:00
"['TSG 1899 Hoffenheim', 'FC Schalke 04']","[2, 0]",2010-09-10T20:30:00
"['Borussia Dortmund', 'VfL Wolfsburg']","[2, 0]",2010-09-11T15:30:00
"['Hamburger SV', '1. FC Nürnberg']","[1, 1]",2010-09-11T15:30:00
"['Borussia Mönchengladbach', 'Eintracht Frankfurt']","[0, 4]",2010-09-11T15:30:00
"['SC Freiburg', 'VfB Stuttgart']","[2, 1]",2010-09-11T15:30:00
"['Hannover 96', 'Bayer Leverkusen']","[2, 2]",2010-09-11T15:30:00
"['FC Bayern', 'Werder Bremen']","[0, 0]",2010-09-11T18:30:00
"['1. FSV Mainz 05', '1. FC Kaiserslautern']","[2, 1]",2010-09-12T15:30:00
"['1. FC Köln', 'FC St. Pauli']","[1, 0]",2010-09-12T17:30:00
"['Eintracht Frankfurt', 'SC Freiburg']","[0, 1]",2010-09-17T20:30:00
"['FC Bayern', '1. FC Köln']","[0, 0]",2010-09-18T15:30:00
"['Werder Bremen', '1. FSV Mainz 05']","[0, 0]",2010-09-18T15:30:00
"['VfB Stuttgart', 'Borussia Mönchengladbach']","[7, 0]",2010-09-18T15:30:00
"['VfL Wolfsburg', 'Hannover 96']","[0, 0]",2010-09-18T15:30:00
"['1. FC Kaiserslautern', 'TSG 1899 Hoffenheim']","[2, 2]",2010-09-18T15:30:00
"['FC St. Pauli', 'Hamburger SV']","[1, 1]",2010-09-19T15:30:00
"['FC Schalke 04', 'Borussia Dortmund']","[1, 3]",2010-09-19T17:30:00
"['Bayer Leverkusen', '1. FC Nürnberg']","[0, 0]",2010-09-19T17:30:00
