"['VfL Wolfsburg', 'VfB Stuttgart']","[2, 0]",2009-08-07T20:30:00,"['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Logo-VfL-Wolfsburg.svg/1024px-Logo-VfL-Wolfsburg.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/VfB_Stuttgart_1893_Logo.svg/921px-VfB_Stuttgart_1893_Logo.svg.png']"
"['Borussia Dortmund', '1. FC Köln']","[1, 0]",2009-08-08T15:30:00,"['https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/240px-Borussia_Dortmund_logo.svg.png', 'https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/901px-FC_Cologne_logo.svg.png']"
"['1. FC Nürnberg', 'FC Schalke 04']","[1, 2]",2009-08-08T15:30:00,"['https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg']"
"['Werder Bremen', 'Eintracht Frankfurt']","[2, 3]",2009-08-08T15:30:00,"['https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Eintracht_Frankfurt_Logo.svg/1024px-Eintracht_Frankfurt_Logo.svg.png']"
"['Hertha BSC', 'Hannover 96']","[1, 0]",2009-08-08T15:30:00,"['https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Hertha_BSC_Logo_2012.svg/2858px-Hertha_BSC_Logo_2012.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg']"
"['1. FSV Mainz 05', 'Bayer Leverkusen']","[2, 2]",2009-08-08T15:30:00,"['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1099px-Logo_Mainz_05.svg.png', 'https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1280px-Bayer_Leverkusen_Logo.svg.png']"
"['TSG 1899 Hoffenheim', 'FC Bayern München']","[1, 1]",2009-08-08T18:30:00,"['https://upload.wikimedia.org/wikipedia/commons/6/64/TSG_Logo-Standard_4c.png', 'https://www.openligadb.de/images/teamicons/Bayern_Muenchen.gif']"
"['VfL Bochum', 'Borussia Mönchengladbach']","[3, 3]",2009-08-09T15:30:00,"['https://www.openligadb.de/images/teamicons/VfL_Bochum.gif', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Borussia_Mönchengladbach_logo.svg']"
"['SC Freiburg', 'Hamburger SV']","[1, 1]",2009-08-09T17:30:00,"['https://upload.wikimedia.org/wikipedia/de/thumb/f/f1/SC-Freiburg_Logo-neu.svg/739px-SC-Freiburg_Logo-neu.svg.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/HSV-Logo.svg']"
"['FC Bayern München', 'Werder Bremen']","[1, 1]",2009-08-15T15:30:00
"['VfB Stuttgart', 'SC Freiburg']","[4, 2]",2009-08-15T15:30:00
"['Hamburger SV', 'Borussia Dortmund']","[4, 1]",2009-08-15T15:30:00
"['Bayer Leverkusen', 'TSG 1899 Hoffenheim']","[1, 0]",2009-08-15T15:30:00
"['Hannover 96', '1. FSV Mainz 05']","[1, 1]",2009-08-15T15:30:00
"['Eintracht Frankfurt', '1. FC Nürnberg']","[1, 1]",2009-08-15T15:30:00
"['1. FC Köln', 'VfL Wolfsburg']","[1, 3]",2009-08-15T18:30:00
"['Borussia Mönchengladbach', 'Hertha BSC']","[2, 1]",2009-08-16T15:30:00
"['FC Schalke 04', 'VfL Bochum']","[3, 0]",2009-08-16T17:30:00
"['TSG 1899 Hoffenheim', 'FC Schalke 04']","[0, 0]",2009-08-21T20:30:00
"['Borussia Dortmund', 'VfB Stuttgart']","[1, 1]",2009-08-22T15:30:00
"['1. FC Köln', 'Eintracht Frankfurt']","[0, 0]",2009-08-22T15:30:00
"['SC Freiburg', 'Bayer Leverkusen']","[0, 5]",2009-08-22T15:30:00
"['1. FSV Mainz 05', 'FC Bayern München']","[2, 1]",2009-08-22T15:30:00
"['1. FC Nürnberg', 'Hannover 96']","[0, 2]",2009-08-22T15:30:00
"['VfL Bochum', 'Hertha BSC']","[1, 0]",2009-08-23T15:30:00
"['VfL Wolfsburg', 'Hamburger SV']","[2, 4]",2009-08-23T17:30:00
"['Werder Bremen', 'Borussia Mönchengladbach']","[3, 0]",2009-08-23T17:30:00
"['Borussia Mönchengladbach', '1. FSV Mainz 05']","[2, 0]",2009-08-28T20:30:00
"['VfB Stuttgart', '1. FC Nürnberg']","[0, 0]",2009-08-29T15:30:00
"['FC Schalke 04', 'SC Freiburg']","[0, 1]",2009-08-29T15:30:00
"['Bayer Leverkusen', 'VfL Bochum']","[2, 1]",2009-08-29T15:30:00
"['Hannover 96', 'TSG 1899 Hoffenheim']","[0, 1]",2009-08-29T15:30:00
"['Eintracht Frankfurt', 'Borussia Dortmund']","[1, 1]",2009-08-29T15:30:00
"['FC Bayern München', 'VfL Wolfsburg']","[3, 0]",2009-08-29T18:30:00
"['Hertha BSC', 'Werder Bremen']","[2, 3]",2009-08-30T15:30:00
"['Hamburger SV', '1. FC Köln']","[3, 1]",2009-08-30T17:30:00
"['VfL Wolfsburg', 'Bayer Leverkusen']","[0, 1]",2009-09-12T15:30:00
"['Borussia Dortmund', 'FC Bayern München']","[1, 1]",2009-09-12T15:30:00
"['TSG 1899 Hoffenheim', 'VfL Bochum']","[1, 0]",2009-09-12T15:30:00
"['SC Freiburg', 'Eintracht Frankfurt']","[0, 0]",2009-09-12T15:30:00
"['1. FSV Mainz 05', 'Hertha BSC']","[0, 0]",2009-09-12T15:30:00
"['1. FC Nürnberg', 'Borussia Mönchengladbach']","[1, 0]",2009-09-12T15:30:00
